ghi,air_temp,period_end,period,hour_decimal,sin_hour,cos_hour,energia_15min_pred [kWh]
32,14,2025-07-08 18:15:00+00:00,PT15M,18.25,-0.9978589232386036,0.06540312923014237,0.0
18,14,2025-07-08 18:30:00+00:00,PT15M,18.5,-0.9914448613738105,0.13052619222005127,0.0
11,14,2025-07-08 18:45:00+00:00,PT15M,18.75,-0.9807852804032304,0.1950903220161283,0.0
4,14,2025-07-08 19:00:00+00:00,PT15M,19.0,-0.9659258262890684,0.2588190451025203,0.0
0,14,2025-07-08 19:15:00+00:00,PT15M,19.25,-0.9469301294951057,0.3214394653031615,0.0
0,14,2025-07-08 19:30:00+00:00,PT15M,19.5,-0.923879532511287,0.38268343236508917,0.0
0,14,2025-07-08 19:45:00+00:00,PT15M,19.75,-0.8968727415326884,0.442288690219001,0.0
0,14,2025-07-08 20:00:00+00:00,PT15M,20.0,-0.8660254037844386,0.5000000000000001,0.0
0,14,2025-07-08 20:15:00+00:00,PT15M,20.25,-0.8314696123025455,0.5555702330196018,0.0
0,14,2025-07-08 20:30:00+00:00,PT15M,20.5,-0.7933533402912357,0.6087614290087199,0.0
0,14,2025-07-08 20:45:00+00:00,PT15M,20.75,-0.7518398074789772,0.6593458151000691,0.0
0,14,2025-07-08 21:00:00+00:00,PT15M,21.0,-0.7071067811865477,0.7071067811865474,0.0
0,14,2025-07-08 21:15:00+00:00,PT15M,21.25,-0.6593458151000687,0.7518398074789775,0.0
0,13,2025-07-08 21:30:00+00:00,PT15M,21.5,-0.608761429008721,0.7933533402912349,0.0
0,13,2025-07-08 21:45:00+00:00,PT15M,21.75,-0.555570233019603,0.8314696123025447,0.0
0,13,2025-07-08 22:00:00+00:00,PT15M,22.0,-0.5000000000000004,0.8660254037844384,0.0
0,13,2025-07-08 22:15:00+00:00,PT15M,22.25,-0.4422886902190014,0.8968727415326883,0.0
0,13,2025-07-08 22:30:00+00:00,PT15M,22.5,-0.38268343236508956,0.9238795325112868,0.0
0,13,2025-07-08 22:45:00+00:00,PT15M,22.75,-0.32143946530316186,0.9469301294951056,0.0
0,13,2025-07-08 23:00:00+00:00,PT15M,23.0,-0.25881904510252157,0.9659258262890681,0.0
